INFO,Title,Central Nervous System Tumors (CNS) Data Dictionary,,,,,,,,,
INFO,Name,cns_v1.2,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Data Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,D4CG Data Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Disease Consortium Information,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,"CCG-A5971:B2 (Disseminated,CNS- (< Amend 7B)) NHL/BFM-95 w/intens (asparaginase, cyclophosphamide, cyt mercaptopurine, methotrexate, prednisone, thioguanine, vincristine sulfatearabine, daunorubicin hydrochloride, dexamethasone, doxorubicin hydrochloride, leucovorin calcium)",,,,New PD,
PD,,,,,,"CCG-A5971:B1 (Disseminated CNS-) NHL/BFM-95 w/out intens (asparaginase, cyclophosphamide, cyt mercaptopurine, methotrexate, prednisone, thioguanine, vincristine sulfatearabine, daunorubicin hydrochloride, dexamethasone, doxorubicin hydrochloride, leucovorin calcium)",,,,New PD,
PD,,,,,,"CCG-A9952:Regimen A (CV Chemotherapy) (carboplatin, vincristine sulfate)",,,,New PD,
PD,,,,,,"CCG-A9952:Regimen B (TPCV Chemotherapy) (lomustine, procarbazine hydrochloride, thioguanine, vincristine sulfate)",,,,New PD,
PD,,,,,,"CCG-A9961:Regimen A (cisplatin, lomustine, vincristine)",,,,New PD,
PD,,,,,,"CCG-A9961:Regimen B (cisplatin, cyclophosphamide, vincristine)",,,,New PD,
PD,,,,,,"CCG-D9803:Arm I (dactinomycin, vincristine sulfate, cyclophosphamide,)",,,,New PD,
PD,,,,,,"CCG-D9803:Arm II (vincristine sulfate, cyclophosphamide, topotecan hydrochloride)",,,,New PD,
PD,,,,,,"CCMC1411:Low-grade Glioma (Mebendazole, Vincristine, Carboplatin, Temozolomide)",,,,New PD,
PD,,,,,,"CCMC1411:High-grade Glioma/Pontine Glioma (Mebendazole, Bevacizumab, Irinotecan)",,,,New PD,
PD,,,,,,"CDRB436G2201:HGG cohort: Dabrafenib and trametinib (dabrafenib, Trametinib)",,,,New PD,
PD,,,,,,"CDRB436G2201:LGG cohort: Carboplatin with vincristine (Carboplatin, Vincristine)",,,,New PD,
PD,,,,,,"CDRB436G2201:LGG cohort: Dabrafenib and trametinib (dabrafenib, Trametinib)",,,,New PD,
PD,,,,,,ChildrenHLA:Phase 1 (MEK162),,,,New PD,
PD,,,,,,ChildrenHLA:Phase 2 (MEK162),,,,New PD,
PD,,,,,,ChildrenHLA:Target Validation (MEK162),,,,New PD,
PD,,,,,,"CPT-SIOP-2000:Carboplatin + Etoposide + Vincristine (Carboplatin, Etoposide, Vincristine)",,,,New PD,
PD,,,,,,"CPT-SIOP-2000:Cyclophosphamide + Etoposide + Vincristine (Cyclophosphamide, Etoposide, Vincristine)",,,,New PD,
PD,,,,,,"CPT-SIOP-2009:Standard Arm (1) (Carboplatin, Cyclophosphamide, etoposide, Vincristine)",,,,New PD,
PD,,,,,,"CPT-SIOP-2009:Doxorubicin/cisplatin arm (2) (Carboplatin, Cisplatin, Cyclophosphamide, Dactinomycin, Doxorubicin, Etoposide, Vincristine)",,,,New PD,
PD,,,,,,"CPT-SIOP-2009:Methotrexate Arm (3) (Carboplatin, cyclophosphamide, etoposide, Leucovorin, Methotrexate, Vincristine)",,,,New PD,
PD,,,,,,"CPT-SIOP-2009:Temozolomide Irinotecan arm (4) (Carboplatin, Cyclophosphamide, Etoposide, Irinotecan, Temozolomide, Vincristine)",,,,New PD,
PD,,,,,,DIPG-BATS:radiation + bevacizumab (Bevacizumab),,,,New PD,
PD,,,,,,"DIPG-BATS:radiation + bevacizumab + erlotinib (Bevacizumab, Erlotinib)",,,,New PD,
PD,,,,,,"DIPG-BATS:radiation + bevacizumab + temozolomide (Bevacizumab, Temozolomide,)",,,,New PD,
PD,,,,,,"DIPG-BATS:radiation + bevacizumab + erlotinib + temozolomide (Bevacizumab, erlotinib, temozolomide)",,,,New PD,
PD,,,,,,"Head Start 4:Induction (vincristine, cisplatin, cyclophosphamide, etoposide, high-dose methotrexate)",,,,New PD,
PD,,,,,,"Head Start 4:Single Cycle Intensive Chemotherapy (Carboplatin, thiotepa, etoposide)",,,,New PD,
PD,,,,,,"Head Start 4:Tandem 3 Cycle Intensive Chemotherapy (Carboplatin, thiotepa)",,,,New PD,
PD,,,,,,"HGG-01:Experimental: Bevacizumab + TMZ Young Patient Cohort (YPC) (Bevacizumab, Temozolomide (TMZ))",,,,New PD,
PD,,,,,,"HGG-01:Experimental: Main Cohort: Chemoradiation + Bevacizumab + TMZ (Bevacizumab, Temozolomide (TMZ))",,,,New PD,
PD,,,,,,HGG-01:Active Comparator: Main Cohort: Chemoradiation + TMZ (Temozolomide (TMZ)),,,,New PD,
PD,,,,,,HSPPC-96:Newly Diagnosed High Grade Glioma (HGG),,,,New PD,
PD,,,,,,HSPPC-96:Recurrent HGG and Ependymoma,,,,New PD,
PD,,,,,,INDIGO:Experimental: Vorasidenib (Vorasidenib),,,,New PD,
PD,,,,,,INDIGO:Placebo Comparator: Matching Placebo (Matching Placebo),,,,New PD,
PD,,,,,,LOXO-TRK 15003:Phase 1 dose escalation: Dose level 1_Cohort 1 (Larotrectinib),,,,New PD,
PD,,,,,,LOXO-TRK 15003:Phase 1 dose escalation: Dose level 2_Cohort 2 (Larotrectinib),,,,New PD,
PD,,,,,,LOXO-TRK 15003:Phase 1 dose escalation: Dose level 3_Cohort 3 (Larotrectinib),,,,New PD,
PD,,,,,,LOXO-TRK 15003:Phase 2 expansion: Patients with tumors bearing NTRK fusions (IFS)_Cohort 1 (Larotrectinib),,,,New PD,
PD,,,,,,LOXO-TRK 15003:Phase 2 expansion: Other extra-cranial solid tumors_Cohort 2 (Larotrectinib),,,,New PD,
PD,,,,,,LOXO-TRK 15003:Phase 2 expansion: Primary CNS tumors_Cohort 3 (Larotrectinib),,,,New PD,
PD,,,,,,LOXO-TRK 15003:Phase 2 expansion: bone health assessment_sub-cohort (Larotrectinib),,,,New PD,
PD,,,,,,LOXO-TRK 15003:Phase 1 dose escalation: Dose expansion (Larotrectinib),,,,New PD,
PD,,,,,,MEK116540:Part A - TMT 0.0125 mg/kg/day (Trametinib),,,,New PD,
PD,,,,,,MEK116540:Part A - TMT 0.025 mg/kg/day (Trametinib),,,,New PD,
PD,,,,,,MEK116540:Part A - TMT 0.032 mg/kg/day (Trametinib),,,,New PD,
PD,,,,,,MEK116540:Part A - TMT 0.04 mg/kg/day (Trametinib),,,,New PD,
PD,,,,,,MEK116540:Part B - Neuroblastoma (Trametinib),,,,New PD,
PD,,,,,,MEK116540:Part B - LGG fusion (Trametinib),,,,New PD,
PD,,,,,,MEK116540:Part B - NF-1 with PN (Trametinib),,,,New PD,
PD,,,,,,MEK116540:Part B - BRAF V600 mutant solid tumor (Trametinib),,,,New PD,
PD,,,,,,"MEK116540:Part C - TMT 0.025 mg/kg/day + 50% DRB RP2D (Trametinib, Dabrafenib)",,,,New PD,
PD,,,,,,"MEK116540:Part C - TMT 0.025 mg/kg/day + 100% DRB RP2D (Trametinib, Dabrafenib)",,,,New PD,
PD,,,,,,"MEK116540:Part C - TMT 0.032 mg/kg/day + 100% DRB RP2D (Trametinib, Dabrafenib)",,,,New PD,
PD,,,,,,"MEK116540:Part D - LGG (Trametinib, Dabrafenib)",,,,New PD,
PD,,,,,,"MEK116540:Part D - LCH (Trametinib, Dabrafenib)",,,,New PD,
PD,,,,,,MK-3475:Solid Tumors: Pembrolizumab 1 mg/kg Q2W (Part A) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:Solid Tumors: Pembrolizumab 3 mg/kg Q2W (Part A) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:Solid Tumors: Pembrolizumab 10 mg/kg Q2W (Parts A+A1) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:Solid Tumors: Pembrolizumab Titration Cohort 1 Q3W (Part A2) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:Solid Tumors: Pembrolizumab Titration Cohort 2 Q3W (Part A2) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:Solid Tumors: Pembrolizumab Titration Cohort 3 Q3W (Part A2) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:MEL: Pembrolizumab 2 mg/kg Q3W (Parts B+D) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:MEL: Pembrolizumab 10 mg/kg Q3W (Parts B+D) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:MEL: Pembrolizumab 10 mg/kg Q2W (Part B) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:NSCLC: Pembrolizumab 2 mg/kg Q3W (Part F) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:NSCLC: Pembrolizumab 10 mg/kg Q3W (Parts C+F) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:NSCLC: Pembrolizumab 10 mg/kg Q2W (Part F) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:NSCLC: Pembrolizumab 2 mg/kg Q3W (Part E-Not Enrolled) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:NSCLC: Pembrolizumab 5 mg/kg Q3W (Part E-Not Enrolled) (Pembrolizumab),,,,New PD,
PD,,,,,,MK-3475:NSCLC: Pembrolizumab 10 mg/kg Q3W (Part E-Not Enrolled) (Pembrolizumab),,,,New PD,
PD,,,,,,MSKCC-03077:patients have refractory bone marrow disease (anti-GD2 murine IgG3 monoclonal antibody 3F8),,,,New PD,
PD,,,,,,MSKCC-03077:patients have no evidence of disease (anti-GD2 murine IgG3 monoclonal antibody 3F8),,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol A (EGFR activating mutation) (Afatinib, Afatinib Dimaleate,)",,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol B (HER2 activating mutation) (Afatinib, Afatinib Dimaleate,)",,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol C1 (MET amplification) (Crizotinib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol C2 (MET exon 14 deletion/mutation) (Crizotinib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol E (EGFR T790M or rare activating mutation) (Osimertinib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol F (ALK translocation) (Crizotinib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol G (ROS1 translocation or inversion) (Crizotinib),,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol H (BRAF V600E/R/K/D mutation) (Dabrafenib, Dabrafenib Mesylate, Trametinib)",,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol I (PIK3CA mutation) (Taselisib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol J (HER2 amplification >= 7 copy numbers,,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol K1 (FGFR amplification) (Erdafitinib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol K2 (FGFR mutation or fusion) (Erdafitinib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol L (mTOR mutation) (Sapanisertib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol M (TSC1 or TSC2 mutation) (Sapanisertib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol N (PTEN mutation or deletion and PTEN expression) (PI3K-beta Inhibitor GSK2636771),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol P (PTEN loss) (PI3K-beta Inhibitor GSK2636771),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol Q (HER2 amplification) (Trastuzumab),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol R (BRAF fusion or BRAF non-V600 mutation) (Trametinib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol S1 (NF1 mutation) (Trametinib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol S2 (GNAQ or GNA11 mutation) (Trametinib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol T (SMO or PTCH1 mutation) (Vismodegib),,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol U (NF2 inactivating mutation) (Defactinib, Defactinib,)",,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol V (cKIT exon 9, 11, 13, or 14 mutation) (Sunitinib Malate)",,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol W (FGFR pathway aberrations) (FGFR Inhibitor AZD4547),,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol X (DDR2 S768R, I638F, or L239R mutation) (Dasatinib)",,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol Y (Akt mutation) (Capivasertib),,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol Z1A (NRAS mutation in codon 12, 13, or 61) (Binimetinib)",,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol Z1B (CCND1, 2, or 3 amplification with Rb by IHC) (Palbociclib)",,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol Z1C (CDK4 or CDK6 amplification and Rb protein) (Palbociclib),,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol Z1D (Loss of MLH1 or MSH2 by IHC) (Nivolumab),,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol Z1E (NTRK1, NTRK2 or NTRK3 gene fusion) (Larotrectinib, Larotrectinib Sulfate)",,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol Z1F (PIK3CA mutation) (Copanlisib, Copanlisib Hydrochloride)",,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol Z1G (PTEN loss) (Copanlisib, Copanlisib Hydrochloride)",,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol Z1H (PTEN mutation) (Copanlisib, Copanlisib Hydrochloride)",,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol Z1I (BRCA1 or BRCA2 gene mutation) (Adavosertib, Irinotecan Hydrochloride)",,,,New PD,
PD,,,,,,NCI-MATCH:Subprotocol Z1K (AKT mutation) (Ipatasertib),,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol Z1L (BRAF fusion, aberration or non-V600 mutation) (Ulixertinib)",,,,New PD,
PD,,,,,,"NCI-MATCH:Subprotocol Z1M (LAG-3 expression >= 1%) (Nivolumab, Relatlimab)",,,,New PD,
PD,,,,,,NCT01185964:Phase 1b: Olaratumab + doxorubicin (Doxorubicin),,,,New PD,
PD,,,,,,NCT01185964:Phase 2: Olaratumab and doxorubicin (Doxorubicin),,,,New PD,
PD,,,,,,NCT01185964:Phase 2: Doxorubicin: Optional Olaratumab After Progression (Doxorubicin),,,,New PD,
PD,,,,,,NCT02924038:IMA950/poly-ICLC subcutaneous (subQ) + Varlilumab IV,,,,New PD,
PD,,,,,,NCT02924038:IMA950/poly-ICLC subQ only,,,,New PD,
PD,,,,,,NCT03696355:Stratum A1 (GDC0084),,,,New PD,
PD,,,,,,NCT03696355:Stratum A2 (GDC0084),,,,New PD,
PD,,,,,,"NLG2105:Group 1 (Indoximod, Temozolomide)",,,,New PD,
PD,,,,,,"NLG2105:Group 2 (Indoximod, Temozolomide)",,,,New PD,
PD,,,,,,"NLG2105:Group 3 (Indoximod, Temozolomide)",,,,New PD,
PD,,,,,,"NLG2105:Group 3b (Indoximod, Temozolomide)",,,,New PD,
PD,,,,,,"NLG2105:Group 4 (Indoximod, Cyclophosphamide)",,,,New PD,
PD,,,,,,ONC201:Arm A (ONC201),,,,New PD,
PD,,,,,,ONC201:Arm B (ONC201),,,,New PD,
PD,,,,,,ONC201:Arm C (ONC201),,,,New PD,
PD,,,,,,ONC201:Arm D (ONC201),,,,New PD,
PD,,,,,,ONC201:Arm E (ONC201),,,,New PD,
PD,,,,,,ONC201:Arm F (ONC201),,,,New PD,
PD,,,,,,ONC201:Arm G (ONC201),,,,New PD,
PD,,,,,,OZM-063:ARM A (Vinblastine),,,,New PD,
PD,,,,,,"OZM-063:ARM B (Vinblastine, Bevacizumab)",,,,New PD,
PD,,,,,,OZM-077:Phase I Dose-escalation (5 Azacytidine),,,,New PD,
PD,,,,,,OZM-077:Posterior Fossa Ependymoma Expansion Arm (5 Azacytidine),,,,New PD,
PD,,,,,,OZM-077:Recurrent Brain and Solid Tumour Expansion Arm (5 Azacytidine),,,,New PD,
PD,,,,,,PBTC047:Stratum 1 (Panobinostat),,,,New PD,
PD,,,,,,PBTC047:Stratum 2 (Panobinostat),,,,New PD,
PD,,,,,,PNOC005:Stratum A (Locally recurrent ATRT/medullo (delivery into tumor bed)),,,,New PD,
PD,,,,,,PNOC005:Stratum B (disseminated ATRT/medullo (delivery via LP x 1 dose)),,,,New PD,
PD,,,,,,PNOC005:Stratum C (disseminated medullo (delivery via LP x 2 doses)),,,,New PD,
PD,,,,,,"PNOC007:Stratum A- DIPG treated with vaccine (K27M peptide vaccine, combined with Tetanus Toxoid peptide, emulsified in montanide. Poly-ICLC will be given concurrently)",,,,New PD,
PD,,,,,,"PNOC007:Stratum B-non-DIPG DMG treated with vaccine; (K27M peptide vaccine, combined with Tetanus Toxoid peptide, emulsified in montanide. Poly-ICLC will be given concurrently)",,,,New PD,
PD,,,,,,PNOC007:Stratum C- DIPG/DMG treated with vaccine and nivolumab (Nivolumab),,,,New PD,
PD,,,,,,PNOC008:Stratum A-Hemispheric HGG; (A combination of up to four FDA approved drugs based),,,,New PD,
PD,,,,,,PNOC008:Stratum B-non-DIPG DMG (A combination of up to four FDA approved drugs based),,,,New PD,
PD,,,,,,"PNOC022:Arm 1 (ONC201, Panobinostat)",,,,New PD,
PD,,,,,,"PNOC022:Arm 2 (ONC201, Paxalisib)",,,,New PD,
PD,,,,,,"PNOC022:Arm 3 (ONC201, Panobinostat)",,,,New PD,
PD,,,,,,"PNOC022:Arm 4 (ONC201, Paxalisib)",,,,New PD,
PD,,,,,,"PNOC022:Arm 5 (ONC201, Panobinostat)",,,,New PD,
PD,,,,,,"PNOC022:Arm 6 (ONC201, Paxalisib)",,,,New PD,
PD,,,,,,PNOC026:Arm 1 - LGG (DAY101),,,,New PD,
PD,,,,,,PNOC026:Arm 2 - LGG extension (DAY101),,,,New PD,
PD,,,,,,PNOC026:Arm 3 - Solid tumor (DAY101),,,,New PD,
PD,,,,,,"POG9233:Chemotherapy, surgery, radiation therapy (cisplatin, cyclophosphamide, vincristine sulfate, etoposide)",,,,New PD,
PD,,,,,,R115777-INT-11:1 (Gemcitabine with R115777),,,,New PD,
PD,,,,,,R115777-INT-11:2 (Gemcitabine with Placebo),,,,New PD,
PD,,,,,,REMATCH:Left ventricular assist device (Left ventricular assist device),,,,New PD,
PD,,,,,,REMATCH:Optimal medical therapy (Optimal medical therapy),,,,New PD,
PD,,,,,,"RTOG-0929:Phase I: Dose Level 1 (temozolomide, ABT-888)",,,,New PD,
PD,,,,,,"RTOG-0929:Phase I: Dose Level 2a (temozolomide, ABT-888)",,,,New PD,
PD,,,,,,"RTOG-0929:Phase I: Dose Level 2b (temozolomide, ABT-888)",,,,New PD,
PD,,,,,,"RTOG-0929:Phase I: Dose Level 3 (temozolomide, ABT-888)",,,,New PD,
PD,,,,,,"RTOG-0929:Phase II: Arm 1/BEV-NAIVE (temozolomide, ABT-888)",,,,New PD,
PD,,,,,,"RTOG-0929:Phase II: Arm 2/BEV-NAIVE (temozolomide, ABT-888)",,,,New PD,
PD,,,,,,"RTOG-0929:Phase II: Arm 1/BEV-FAILURE (temozolomide, ABT-888)",,,,New PD,
PD,,,,,,"RTOG-0929:Phase II: Arm 2/BEV-FAILURE (temozolomide, ABT-888)",,,,New PD,
PD,,,,,,"SARC006:Chemotherapy and local control by radiotherapy and surgery (doxorubicin hydrochloride, etoposide, ifosfamide)",,,,New PD,
PD,,,,,,"SARC006:Chemotherapy and local control by surgery (doxorubicin hydrochloride, etoposide, ifosfamide)",,,,New PD,
PD,,,,,,SARC011:Cohort 1: Ewings Sarcoma Primary Cohort (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 2: Ewings Sarcoma Secondary Cohort (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 3: Ewings Sarcoma Expanded Cohort (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 4: Osteosarcoma (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 5: Synovial Sarcoma (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 6: Rhabdomyosarcoma (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 7a: Alveolar Soft Part Sarcoma (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 7b: Desmoplastic Small Round Cell Tumors. (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 7c: Extraskeletal Myxoid Chondrosarcoma (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 7d: Clear Cell Sarcoma (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 7e: Myxoid Liposarcoma (RG1507),,,,New PD,
PD,,,,,,SARC011:Cohort 8: Diagnosis Not Specified (RG1507),,,,New PD,
PD,,,,,,SEL-TH-1601:Stratum 1 - NF2 related vestibular schwannomas (Selumetinib),,,,New PD,
PD,,,,,,SEL-TH-1601:Stratum 2: other NF2 related tumors (meningiomas and ependymoma) (Selumetinib),,,,New PD,
PD,,,,,,"SIOP-EP-II:Stratum 1 arm A (Vincristine, Etoposide, Cyclophosphamide, Cisplatin)",,,,New PD,
PD,,,,,,SIOP-EP-II:Stratum 1 arm B,,,,New PD,
PD,,,,,,"SIOP-EP-II:Stratum 2 arm A (Vincristine, Etoposide, Cyclophosphamide, Methotrexate)",,,,New PD,
PD,,,,,,"SIOP-EP-II:Stratum 2 arm B (Vincristine, Etoposide, Cyclophosphamide)",,,,New PD,
PD,,,,,,"SIOP-EP-II:Stratum 3 arm A (Vincristine, Carboplatin, Methotrexate, Cyclophosphamide, Cisplatin, Valproate)",,,,New PD,
PD,,,,,,"SIOP-EP-II:Stratum 3 arm B (Vincristine, Carboplatin, Methotrexate Cyclophosphamide, Cisplatin)",,,,New PD,
PD,,,,,,"SIOP-LGG-2004:standard chemotherapy group (vincristine, carboplatin)",,,,New PD,
PD,,,,,,"SIOP-LGG-2004:intensified induction chemotherapy group (vincristine, carboplatin, etoposide)",,,,New PD,
PD,,,,,,SIOP-LGG-2004:radiation therapy group,,,,New PD,
PD,,,,,,SIOP-LGG-2004:Control group,,,,New PD,
PD,,,,,,SIOP-PNET-4:Standard Fractionation Regimen,,,,New PD,
PD,,,,,,SIOP-PNET-4:Hyperfractionated radiotherapy,,,,New PD,
PD,,,,,,SJATART:Stratum A (alisertib),,,,New PD,
PD,,,,,,"SJATART:Stratum B (alisertib, methotrexate, cisplatin, carboplatin, cyclophosphamide, etoposide, topotecan, vincristine)",,,,New PD,
PD,,,,,,"SJATART:Intervention B1 (alisertib, methotrexate, cisplatin, carboplatin, cyclophosphamide, etoposide, topotecan, vincristine)",,,,New PD,
PD,,,,,,"SJATART:Intervenion B2 (alisertib, methotrexate, cisplatin, carboplatin, cyclophosphamide, etoposide, topotecan, vincristine)",,,,New PD,
PD,,,,,,"SJATART:Stratum C (alisertib, cisplatin, cyclophosphamide, vincristine)",,,,New PD,
PD,,,,,,"SJDAWN:A: ribociclib + gemcitabine (ribociclib, gemcitabine)",,,,New PD,
PD,,,,,,"SJDAWN:B: ribociclib + trametinib (ribociclib, trametinib)",,,,New PD,
PD,,,,,,"SJDAWN:C: ribociclib + sonidegib (ribociclib, sonidegib)",,,,New PD,
PD,,,,,,"SJMB03:Stratum 1 (high-risk group) (Vincristine, Cisplatin, Cyclophosphamide)",,,,New PD,
PD,,,,,,"SJMB03:Stratum 2 (average-risk group) (Vincristine, Cisplatin, Cyclophosphamide)",,,,New PD,
PD,,,,,,"SJMB12:Stratum W1: Low Risk (Cyclophosphamide, Cisplatin, Vincristine,)",,,,New PD,
PD,,,,,,"SJMB12:Stratum W2: Atypical (Cyclophosphamide, Cisplatin, Vincristine,)",,,,New PD,
PD,,,,,,"SJMB12:Stratum W3: High Risk (Cyclophosphamide, Cisplatin, Vincristine,)",,,,New PD,
PD,,,,,,"SJMB12:Stratum S1: Standard Risk (Cyclophosphamide, Cisplatin, Vincristine, Vismodegib)",,,,New PD,
PD,,,,,,"SJMB12:Stratum S2: High Risk (Cyclophosphamide, Cisplatin, Vincristine, Vismodegib)",,,,New PD,
PD,,,,,,"SJMB12:Stratum N1: Standard Risk (Cyclophosphamide, Cisplatin, Vincristine,)",,,,New PD,
PD,,,,,,"SJMB12:Stratum N2: Intermediate Risk (Cyclophosphamide, Cisplatin, Vincristine, Pemetrexed, Gemcitabine)",,,,New PD,
PD,,,,,,"SJMB12:Stratum N3: High Risk (Cyclophosphamide, Cisplatin, Vincristine, Pemetrexed, Gemcitabine)",,,,New PD,
PD,,,,,,"SJMB-96:Average-risk (filgrastim, amifostine trihydrate, cisplatin, cyclophosphamide, vincristine sulfate)",,,,New PD,
PD,,,,,,"SJMB-96:High-risk (filgrastim, amifostine trihydrate, cisplatin, cyclophosphamide, vincristine sulfate)",,,,New PD,
PD,,,,,,"SJYC07:Low-Risk Patients (MTX (methotrexate), Oncovin(R) (vincristine), Platinol-AQ(R) (cisplatin), Cytoxan(R) (cyclophosphamide), Paraplatin(R) (carboplatin), Vepesid(R), VP-16 (etoposide), Hycamptin(R) (topotecan), Tarceva(TM) (erlotinib))",,,,New PD,
PD,,,,,,"SJYC07:High-Risk Patients (MTX (methotrexate), Oncovin(R) (vincristine), Platinol-AQ(R) (cisplatin), Cytoxan(R) (cyclophosphamide), Velban(R) (vinblastine), Hycamptin(R) (topotecan), Tarceva(TM) (erlotinib), Vepesid(R), VP-16 (etoposide))",,,,New PD,
PD,,,,,,"SJYC07:Intermediate-Risk Therapy (MTX (methotrexate)
 Oncovin(R) (vincristine)
 Platinol-AQ(R) (cisplatin)
 Cytoxan(R) (cyclophosphamide), Velban(R) (vinblastine)
 Hycamptin(R) (topotecan)
 Tarceva(TM) (erlotinib)
 Vepesid(R), VP-16 (etoposide))",,,,New PD,
PD,,,,,,TB-403:TB-403 20mg/kg (TB-403),,,,New PD,
PD,,,,,,TB-403:TB-403 50mg/kg (TB-403),,,,New PD,
PD,,,,,,TB-403:TB-403 100mg/kg (TB-403),,,,New PD,
PD,,,,,,TB-403:TB-403 175mg/kg (TB-403),,,,New PD,
PD,,,,,,TOTEM:Intensive follow up,,,,New PD,
PD,,,,,,TOTEM:Minimalist follow up,,,,New PD,
PD,,,,,,"CCG-9921:Regimen A (vincristine, cisplatin, cyclophosphamide, etoposide)",,,,New PD,
PD,,,,,,"CCG-9921:Regimen B (vincristine, carboplatin, ifosfamide, etoposide)",,,,New PD,
PD,,,,,,"CHP735:Induction (Methrotrexate, Vincristine, Etoposide, Cyclophosphamide, Cisplatin)",,,,New PD,
PD,,,,,,"CHP735:Consolidation (Thiotepa, Etoposide, Carboplatin)",,,,New PD,
PD,,,,,,CCLG-EPSSG-NRSTS-2005:Group 1,,,,New PD,
PD,,,,,,"CCLG-EPSSG-NRSTS-2005:Group 2 (ifosfamide , IFO-DOX)",,,,New PD,
PD,,,,,,CCLG-EPSSG-NRSTS-2005:Group 3 (IFO-DOX),,,,New PD,
PD,,,,,,"CCLG-EPSSG-NRSTS-2005:Group 4 (IFO-DOX, ifosfamide)",,,,New PD,
PD,,,,,,CCLG-EPSSG-NRSTS-2005:Group 5 (IFO-DOX),,,,New PD,
