INFO,Title,Monogenic Diabetes (MD) Data Dictionary,,,,,,,,,
INFO,Name,,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,D4CG Data Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Disease Consortium Information,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,The MD data dictionary is a consensus data schema built by an international group of monogenic diabetes experts and maintained by Data for the Common Good (D4CG) at the University of Chicago in collaboration with the PREDICT Consortium. It is based on the collective requirements of its contributors.,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,RFX6,,,,,
PD,,,,,,STAT3,,,,,
PD,,,,,,WFS1,,,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
VD,ALTERATION_TYPE,Enum,"1 - contributors must include, regardless of the resource cost",The type of variation detected by this genetic analysis.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Chromosome Arm Gain,,,,,
PD,,,,,,Chromosome Arm Loss,,,,,
PD,,,,,,Substitution,,SO:1000002,,,
PD,,,,,,Deletion,,SO:0000159,,,
PD,,,,,,Insertion,,SO:0000667,,,
PD,,,,,,Indel,,,,,
PD,,,,,,Duplication,,SO:1000035,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
VD,ALTERATION_EFFECT,Enum,2 - contributors should priotritize inclusion if resources are available,The downstream effects of a genetic alteration.,,_undefined_,_undefined_,,,,
PD,,,,,,Frameshift,,,,,
PD,,,,,,Missense,,,,,
PD,,,,,,Stop Gained (Nonsense),,,,,
PD,,,,,,None (inframe),,,,,
VD,ALTERATION_REGION,Enum,2 - contributors should priotritize inclusion if resources are available,Regions of interest where a genetic alteration may occur.,,_undefined_,_undefined_,,,,
PD,,,,,,Splice Site,,,,,
PD,,,,,,5' UTR,,,,,
PD,,,,,,3' UTR,,,,,
VD,HGVS_ACCESSION,String,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",HGVS Accession number,,_undefined_,_undefined_,_undefined_,,,
VD,HGVS_CODING,String,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available","If this alteration is described at the sequence/chromosome level, this is its representation in HGVS nomenclature (cHGVS).",,_undefined_,_undefined_,_undefined_,,,
VD,HGVS_PROTEIN,String,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available","If this alteration is described at the translational product level, this is its representation in HGVS nomenclature (pHGVS)",,_undefined_,_undefined_,_undefined_,,,
VD,HGVS_GENOMIC,String,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available","If this alteration is described at the genome level, this is its representation in HGVS nomenclature (gHGVS)",,_undefined_,_undefined_,_undefined_,,,
VD,ISCN,String,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available","An international standard for human chromosome nomenclature, which includes band names, symbols and abbreviated terms used in the description of human chromosome and chromosome abnormalities.",,_undefined_,_undefined_,_undefined_,,,
VD,REPORTED_SIGNIFICANCE,Enum,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",The initial reported ACMG clinical significance of this genetic variation.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Pathogenic,A genetic variant that is known to directly contribute to the development of disease.,ncit:C168799,,,
PD,,,,,,Likely pathogenic,A genetic variant that is known to have a high likelihood (greater than 90% certainty) to contribute to the development of a disease.,ncit:C168800,,,
PD,,,,,,Uncertain significance,A variation in a genetic sequence whose association with disease risk is unknown.,ncit:C94187,,,
PD,,,,,,Likely benign,"A genetic variant that is not expected to contribute to the development of a disease, but the scientific evidence may be insufficient to prove this conclusively.",ncit:C168801,,,
PD,,,,,,Benign,A genetic variant that is known to not contribute to the development of a disease.,ncit:C168802,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,ALLELIC_STATE,Enum,"1 - contributors must include, regardless of the resource cost","The specific combination of alleles (gene variants) that an individual possesses at a particular genetic locus (location on a chromosome). Alleles are different forms of a gene that can code for different traits or characteristics. Each person inherits one allele for a given gene from their biological mother and one allele from their biological father, forming a pair of alleles at that locus.",,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Homozygous,,,,,
PD,,,,,,Heterozygous,,,,,
PD,,,,,,Compound Heterozygous,,,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
VD,MAF_NUMERIC,Decimal,2 - contributors should priotritize inclusion if resources are available,The incidence of this mutation in the sample (%).,,_undefined_,_undefined_,_undefined_,,,
VD,MOSAICISM,Enum,"1 - contributors must include, regardless of the resource cost",Does this subject have two or more genetically different sets of cells in their body?,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes,,,,,
PD,,,,,,No,,,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
VD,EXTERNAL_REF_ID,String,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",An ID to an external knowledge base that holds additional information about this genetic variant.,,_undefined_,_undefined_,_undefined_,,,
VD,EXTERNAL_REF_ID_SYSTEM,Enum,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",The name of the external knowledge base from which the EXTERNAL_REF_ID is drawn.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,ClinGen,,,,,
PD,,,,,,ClinVar,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Testing,,,,,,,,,,
TD,Testing,,,,,,,,,,
TG,One row per subject per test type per result,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost","The identifier assigned to the subject by the honest broker--an individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re-identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker. (Source: NCI Thersaurus)",,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT,Decimal,"1 - contributors must include, regardless of the resource cost",The age of the subject.,,_undefined_,_undefined_,_undefined_,,,
VD,AGE_UNIT,Enum,"1 - contributors must include, regardless of the resource cost",The unit used by the numeric AGE_AT.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Years,,,,,
PD,,,,,,Months,,,,,
PD,,,,,,Weeks,,,,,
PD,,,,,,Days,,,,,
VD,AGE_PRECISION,Enum,"1 - contributors must include, regardless of the resource cost",Indicates whether a recorded AGE_UNIT is exact or just an approximation.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Approximate,,,,,
PD,,,,,,Exact,,,,,
VD,TEST_TYPE,Enum,2 - contributors should priotritize inclusion if resources are available,The type of test being administered to/by the subject.,,_undefined_,_undefined_,_undefined_,"Please report relevant labs at time points of dx, highest ever, most recent, and any other time periods you have bandwidth to report.",,
PD,,,,,,HbA1c,,,"For example, could report Blood Glucose value at time of dx, highest ever, and most recent. But do not necessarily need to report all values in the EMR",,
PD,,,,,,C-Peptide,,,,,
PD,,,,,,Blood Glucose,,,,,
PD,,,,,,"Autoantibodies, GAD65",,,,,
PD,,,,,,"Autoantibodies, ZnT8",,,,,
PD,,,,,,"Autoantibodies, IA-2",,,,,
PD,,,,,,"Autoantibodies, Insulin",,,,,
PD,,,,,,"Autoantibodies, Islet cell",,,,,
PD,,,,,,"Autoantibodies, NOS",,,,,
PD,,,,,,Total Cholesterol,,,,,
PD,,,,,,Triglycerides,,,,,
PD,,,,,,HDL,,,,,
PD,,,,,,LDL,,,,,
PD,,,,,,Serum Magnesium,,,,,
PD,,,,,,Serum Potassium,,,,,
PD,,,,,,Serum Creatinine,,,,,
PD,,,,,,Serum BUN,,,,,
PD,,,,,,GFR,,,,,
PD,,,,,,Urine Microalbumin,,,,,
PD,,,,,,Urine Creatinine,,,,,
PD,,,,,,Microalbumin/Creatinine Ratio,,,,,
PD,,,,,,Urine Magnesium,,,,,
PD,,,,,,ALT,,,,,
PD,,,,,,AST,,,,,
VD,METHOD,Enum,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",A systematic course of action that is performed in order to complete a laboratory test.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Continuous Glucose Monitoring,,,,,
PD,,,,,,Laboratory Test,,,,,
PD,,,,,,Home Glucose Test,,,,,
VD,MEASUREMENT_TYPE,Enum,2 - contributors should priotritize inclusion if resources are available,The type of measurement for the indicated test.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Average High,,,,,
PD,,,,,,14-day Average,,,,,
PD,,,,,,30-day Average,,,,,
PD,,,,,,90-day Average,,,,,
PD,,,,,,Average,,,,,
PD,,,,,,Average Low,,,,,
PD,,,,,,Point,,,,,
VD,RESULT_MODIFIER,String,2 - contributors should priotritize inclusion if resources are available,"""Greater than"", ""Less than"", "">"", ""<""",,_undefined_,_undefined_,_undefined_,,,
VD,RESULT_NUMERIC,String,2 - contributors should priotritize inclusion if resources are available,The numeric result.,,_undefined_,_undefined_,_undefined_,,,
VD,RESULT_UNIT,Enum,2 - contributors should priotritize inclusion if resources are available,The unit used to report the result.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,%,,,,,
PD,,,,,,IU/mL,,,,New PD,
PD,,,,,,mg/L,,,,New PD,
PD,,,,,,mg/g,,,,New PD,
PD,,,,,,mg/dL,,,,,
PD,,,,,,U/L,An arbitrary unit of substance concentration equal to the concentration at which one liter of mixture contains one unit of a substance.,ncit:C67456,,New PD,
PD,,,,,,U/mL,,,,,
PD,,,,,,mmol/L,,,,,
PD,,,,,,ng/mL,,,,,
PD,,,,,,nmol/L,,,,,
VD,REFERENCE_RANGE,String,2 - contributors should priotritize inclusion if resources are available,The range or specific value that indicates a normal result for this test.,,_undefined_,_undefined_,_undefined_,,,
VD,RESULT_INTERPRETATION,Enum,2 - contributors should priotritize inclusion if resources are available,The categorical result of the test administered to/by the subject.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Positive,,,,,
PD,,,,,,Negative,,,,,
VD,FASTING_STATUS,Enum,2 - contributors should priotritize inclusion if resources are available,What was the fasting status of the subject when the test was performed.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Fasting,,,,,
PD,,,,,,Non-fasting,,,,,
PD,,,,,,Random,,,,,
VD,POST_GLUCOSE_TIMEPOINT,Decimal,2 - contributors should priotritize inclusion if resources are available,How long between glucose administration and blood glucose measurement?,,_undefined_,_undefined_,_undefined_,Note: Only use for glucose tolerance testing,,
VD,POST_GLUCOSE_TIMEPOINT_UNIT,Enum,2 - contributors should priotritize inclusion if resources are available,The unit of time used to measure the time between glucose administration and blood glucose measurement.,,_undefined_,_undefined_,_undefined_,Note: Only use for glucose tolerance testing,,
PD,,,,,,Minutes,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Disease Attributes,,,,,,,,,,
TD,Disease Characteristics,,,,,,,,,,
TG,One row per subject per observation,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost","The identifier assigned to the subject by the honest broker--an individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re-identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker. (Source: NCI Thersaurus)",,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT,Decimal,"1 - contributors must include, regardless of the resource cost",The age (in days) of the subject at the indicated reference timepoint.,,_undefined_,_undefined_,_undefined_,,,
VD,AGE_UNIT,Enum,"1 - contributors must include, regardless of the resource cost",The unit used by the numeric AGE_AT.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Years,,,,,
PD,,,,,,Months,,,,,
PD,,,,,,Weeks,,,,,
PD,,,,,,Days,,,,,
VD,AGE_PRECISION,Enum,"1 - contributors must include, regardless of the resource cost",Indicates whether a recorded AGE_AT is exact or just an approximation.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Approximate,,,,,
PD,,,,,,Exact,,,,,
VD,DIABETES_STATUS,Enum,"1 - contributors must include, regardless of the resource cost","Has the subject ever had a diagnosis of gestational diabetes, prediabtes, or diabetes?",,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes,,,,,
PD,,,,,,No,,,,,
VD,HYPOGLYCEMIA_FREQUENCY,Enum,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",How often has the subject had MILD/MODERATE hypoglycemia (low blood sugars around 70 mg/dl and not associated with seizures or loss of consciousness)?,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Once or twice in past year,,,,,
PD,,,,,,Every few months,,,,,
PD,,,,,,Once or twice a month,,,,,
PD,,,,,,Once or twice a week,,,,,
PD,,,,,,Daily or every other day,,,,,
PD,,,,,,Never,,,,,
VD,SEVERE_HYPOGLYCEMIA_FREQUENCY,Enum,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available","How often has the subject had SEVERE hypoglycemia (low blood sugar)? For children (under 18 years old), this means they were partially or completely unconscious and/or having seizures. For adults (over 18 years old), this means they were partially or completely unconscious and/or having seizures and/or otherwise not able to help with their own care.",,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Once or twice in past year,,,,,
PD,,,,,,Every few months,,,,,
PD,,,,,,Once or twice a month,,,,,
PD,,,,,,Once or twice a week,,,,,
PD,,,,,,Daily or every other day,,,,,
PD,,,,,,Never,,,,,
VD,DKA,Enum,2 - contributors should priotritize inclusion if resources are available,Has the subject had diabetic ketoacidosis (DKA) ?,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes - hyperglycemic DKA,,,,,
PD,,,,,,No,,,,,
PD,,,,,,Yes - Euglycemic DKA,,,,,
VD,TIME_IN_RANGE,Decimal,2 - contributors should priotritize inclusion if resources are available,The percentage of time the subject was within target glucose range on a CGM report,,_undefined_,,,,,
VD,CGM_RANGE,Enum,2 - contributors should priotritize inclusion if resources are available,Indicates the glucose range value parameters on a CGM report,,_undefined_,,,,,
PD,,,,,,Standard,,,,,
PD,,,,,,Non-standard,,,,,
VD,DIET,Enum,2 - contributors should priotritize inclusion if resources are available,"Since the subject's initial diagnosis of diabetes or high blood sugars, has the subject substantially changed what they eat, how much they eat, or when they eat, to try to reach 'goal' blood sugars?",,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes,,,,,
PD,,,,,,No,,,,,
VD,EXERCISE,Enum,2 - contributors should priotritize inclusion if resources are available,"Since the subject's initial diagnosis of diabetes or high blood sugars, has the subject substantially changed how much movement (exercise) they do, to try to reach 'goal' blood sugars?",,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes,,,,,
PD,,,,,,No,,,,,
,,,,,,,,,,,
DD,Treatment,,,,,,,,,,
TD,Treatment,,,,,,,,,,
TG,One row per subject per medication class,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost","The identifier assigned to the subject by the honest broker--an individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re-identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker. (Source: NCI Thersaurus)",,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_START,Decimal,2 - contributors should priotritize inclusion if resources are available,The age of the subject when they started the regimen that includes the medication indicated by the MEDICATION field.,,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_STOP,Decimal,2 - contributors should priotritize inclusion if resources are available,The age of the subject when they stopped the regimen that includes the medication indicated by the MEDICATION field.,,_undefined_,_undefined_,_undefined_,,,
VD,AGE_UNIT,Enum,2 - contributors should priotritize inclusion if resources are available,The unit used by the numeric AGE_AT_START and AGE_AT_STOP fields.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Years,,,,,
PD,,,,,,Months,,,,,
PD,,,,,,Weeks,,,,,
PD,,,,,,Days,,,,,
VD,AGE_PRECISION,Enum,"1 - contributors must include, regardless of the resource cost",Indicates whether a recorded AGE_AT is exact or just an approximation.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Approximate,,,,,
PD,,,,,,Exact,,,,,
VD,REASON_STOP,Enum,2 - contributors should priotritize inclusion if resources are available,The reason the planned treatment has stopped.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Planned stop,,,,,
PD,,,,,,No significant effect,,,,,
PD,,,,,,Side effects,,,,,
PD,,,,,,Not insured,,,,,
PD,,,,,,Cost,,,,,
PD,,,,,,Unknown,,,,,
VD,DM_MEDICATION_CLASS,Enum,"1 - contributors must include, regardless of the resource cost",The type of diabetes medication used to treat the subject.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,"Insulin, Rapid-acting",,,,,
PD,,,,,,"Insulin, Long-acting",,,,,
PD,,,,,,"Insulin, Intermediate-acting",,,,,
PD,,,,,,"Insulin, Combination",,,,,
PD,,,,,,"Insulin, NOS",,,,,
PD,,,,,,Biguanide,,,,,
PD,,,,,,Sulfonylurea,,,,,
PD,,,,,,Meglitinide,,,,,
PD,,,,,,Thiazolidinedione,,,,,
PD,,,,,,Dipeptidylpeptidase 4 inhibitor,,,,,
PD,,,,,,Sodium-glucose co-transporter 2 inhibitor,,,,,
PD,,,,,,GLP-1 receptor agonist,,,,,
PD,,,,,,Dual GLP-1/GIP receptor agonist,,,,,
PD,,,,,,Amylin analog,,,,,
PD,,,,,,Alpha-glucosidase inhibitor,,,,,
PD,,,,,,Bile acid-binding resin,,,,,
VD,MEDICATION_CLASS_OTHER,Enum,2 - contributors should priotritize inclusion if resources are available,Type of other medicaiton of interest.,,_undefined_,,,,,
PD,,,,,,ACE Inhbitor,,,,,
PD,,,,,,ACL inhibitor,,,,,
PD,,,,,,Angiotensin II Receptor Blockers,,,,,
PD,,,,,,ANGPTL3 inhibitor,,,,,
PD,,,,,,Antiepileptic,,,,,
PD,,,,,,Antilipemic siRNA,,,,,
PD,,,,,,Beta blocker,,,,,
PD,,,,,,Calcium channel blocker,,,,,
PD,,,,,,Cholesterol absorption inhibitor,,,,,
PD,,,,,,Coenzyme Q,,,,,
PD,,,,,,Diuretic,,,,,
PD,,,,,,Fibrates,,,,,
PD,,,,,,Finerenone,,,,,
PD,,,,,,Glucagon,,,,,
PD,,,,,,Magnesium,,,,,
PD,,,,,,Mineralcorticoid receptor,,,,,
PD,,,,,,Pancreatic enzymes,,,,,
PD,,,,,,PCSK9 inhibitor,,,,,
PD,,,,,,Psychoactive,,,,,
PD,,,,,,Statin,,,,,
VD,MEDICATION_NAME,String,2 - contributors should priotritize inclusion if resources are available,Name of the medication indicated by MEDICATION_CLASS field.,,_undefined_,,,,,
VD,MEDICATION_CODE,String,2 - contributors should priotritize inclusion if resources are available,The RxNorm code for MEDICATION_NAME.,,_undefined_,,,,,
VD,MEDICATION_CONCENTRATION,Enum,2 - contributors should priotritize inclusion if resources are available,The concentration of insulin medication.,,_undefined_,,,,,
PD,,,,,,U100,,,,,
PD,,,,,,U200,,,,,
PD,,,,,,U300,,,,,
PD,,,,,,U500,,,,,
PD,,,,,,Not applicable,,,,,
VD,MEDICATION_DOSE,Decimal,2 - contributors should priotritize inclusion if resources are available,The dose of the medication indicated by the MEDICATION_NAME field.,,_undefined_,,,,,
VD,MEDICATION_UNIT,Enum,2 - contributors should priotritize inclusion if resources are available,Units of the medication indicated by MEDICATION_NAME field.,,_undefined_,,,,,
PD,,,,,,Units,,,,,
PD,,,,,,mg,,,,,
PD,,,,,,mcg,,,,,
PD,,,,,,gm,,,,,
PD,,,,,,ml,,,,,
PD,,,,,,tbsp,,,,,
PD,,,,,,tsp,,,,,
PD,,,,,,IU,,,,,
PD,,,,,,puffs,,,,,
PD,,,,,,Packets,,,,,
PD,,,,,,mg/ml,,,,,
PD,,,,,,application,,,,,
VD,FREQUENCY,Enum,2 - contributors should priotritize inclusion if resources are available,Frequency the subject administered the medication indicated by the MEDICATION field,,_undefined_,,,,,
PD,,,,,,Once per day,,,,,
PD,,,,,,Two times a day,,,,,
PD,,,,,,Three times a day,,,,,
PD,,,,,,Four times a day,,,,,
PD,,,,,,As needed,,,,,
PD,,,,,,Before every meal,,,,,
PD,,,,,,Before meals and at bedtime,,,,,
PD,,,,,,Every night at bedtime,,,,,
PD,,,,,,Every week,,,,,
VD,ROUTE,Enum,2 - contributors should priotritize inclusion if resources are available,The route by which the medication indicated by the MEDICATION field is administered.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Oral,,,,,
PD,,,,,,Nasally,,,,,
PD,,,,,,Subcutaneous,,,,,
PD,,,,,,IM,,,,,
PD,,,,,,IV,,,,,
